Brand,Model_Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1,10,1,2015,58970,1,0,0,17.11,1968,174.33,5,23.75
1,10,1,2013,76000,1,0,2,16.55,1968,147.51,5,18.25
1,10,3,2015,35463,1,0,0,14.94,2967,241.4,5,25.02
1,10,4,2009,88000,1,0,0,16.55,1968,140,5,7.98
1,10,7,2015,13506,1,0,0,18.25,1968,187.74,5,21.66
1,10,4,2011,58000,1,0,0,16.55,1968,140,5,11
1,10,5,2015,60000,1,0,0,17.11,1968,174.33,5,25
1,10,4,2012,60000,1,0,2,15.2,1968,140.8,5,10.2
1,10,7,2019,38163,1,0,0,17.11,1968,174.33,5,32.91
1,10,0,2015,13000,1,0,0,16.55,1968,140,5,23
1,10,5,2015,30000,1,0,0,17.11,1968,174.33,5,27
1,10,5,2013,52000,1,0,0,16.55,1968,147.51,5,19.5
1,10,5,2017,14000,1,0,0,18.25,1968,187.74,5,43
1,10,1,2013,88000,1,0,0,17.11,1968,174.33,5,16.25
1,10,8,2008,17000,1,0,0,15.2,1968,140.8,5,9.75
1,10,3,2014,28469,1,0,0,18.25,1968,187.74,5,24.37
1,10,1,2014,29000,1,0,0,17.11,1968,174.33,5,26
1,10,3,2015,44811,1,0,0,17.11,1968,174.33,5,25.81
1,10,5,2012,80000,4,0,0,15.64,1798,167.62,5,17.5
1,10,5,2011,54000,1,0,0,16.55,1968,147.51,5,18
1,10,1,2012,88000,1,0,0,16.55,1968,140,5,16.25
1,10,7,2014,55730,1,0,0,16.55,1968,147.51,5,15.21
1,10,1,2014,29063,1,0,0,17.11,1968,174.33,5,25.75
1,10,8,2009,46000,1,0,0,16.55,1968,147.51,5,9.95
1,10,8,2009,46000,1,0,0,16.55,1968,147.51,5,8.5
1,10,1,2014,30000,1,0,0,14.94,2967,241.4,5,24.5
1,10,1,2014,37600,1,0,2,16.55,1968,147.51,5,22.5
1,10,2,2014,40000,1,0,0,17.11,1968,174.33,5,22
1,10,4,2011,57000,1,0,2,16.55,1968,147.51,5,9.75
1,10,3,2013,58629,1,0,2,18.25,1968,187.74,5,16.52
1,11,9,2015,55985,4,0,0,13.53,1984,177.01,5,23.5
1,11,8,2010,35000,1,0,0,12.4,2698,179.5,5,11.5
1,11,4,2014,56000,1,0,2,18.53,1968,187.74,5,29.5
1,11,3,2018,48367,1,0,0,17.68,1968,174.33,5,39.58
1,11,9,2012,62500,1,0,2,17.68,1968,174.33,5,19
1,11,9,2014,40000,1,0,0,17.68,1968,174.33,5,22.95
1,11,7,2015,31652,1,0,0,17.68,1968,174.33,5,26.78
1,11,7,2014,61726,1,0,0,17.68,1968,174.33,5,20.77
1,11,7,2014,51495,1,0,0,17.68,1968,174.33,5,21.95
1,11,9,2016,47000,4,0,0,15.26,1798,187.74,5,24.5
1,11,3,2017,41041,1,0,0,17.68,1968,174.33,5,37.56
1,11,7,2016,58953,4,0,0,13.53,1984,177.01,5,24.22
1,11,3,2014,49964,1,0,0,17.68,1968,174.33,5,23.89
1,11,5,2014,48000,1,0,0,18.53,1968,187.74,5,29
1,11,8,2013,31000,1,0,0,17.68,1968,174.33,5,18.95
1,11,3,2009,48040,1,0,2,16.77,2967,241.38,5,12.07
1,11,5,2013,70181,1,0,0,17.68,1968,174.33,5,23.99
1,11,7,2014,57456,1,0,0,17.68,1968,174.33,5,21.56
1,11,7,2014,62012,1,0,0,17.68,1968,174.33,5,20.12
1,11,9,2009,30000,1,0,0,12.4,2698,179.5,5,8.95
1,11,3,2014,66882,1,0,0,17.68,1968,174.33,5,25.02
1,11,4,2014,58000,1,0,0,17.68,1968,174.33,5,18.5
1,11,1,2011,50000,1,0,3,16.77,2967,241.38,5,21
1,11,0,2008,41000,4,0,2,10.4,2773,201,5,10.5
1,11,0,2008,45000,1,0,2,16.77,2967,241.38,5,11.5
1,11,3,2013,70998,1,0,0,17.68,1968,174.33,5,20.57
1,11,4,2014,56000,1,0,0,18.53,1968,187.74,5,24
1,11,5,2014,62000,1,0,0,18.53,1968,187.74,5,25
1,11,1,2013,90000,1,0,2,12.4,2698,179.5,5,22.5
1,11,10,2012,50001,1,0,0,14.57,2967,241.38,5,29
1,11,8,2012,27090,1,0,0,18.53,1968,187.74,5,16.5
1,11,9,2015,42000,1,0,0,17.68,1968,174.33,5,24.25
1,11,3,2017,36824,1,0,0,18.53,1968,187.74,5,39.84
1,11,0,2009,78000,1,0,0,12.4,2698,179.5,5,8
1,11,7,2014,54862,1,0,0,17.68,1968,174.33,5,16.67
1,11,10,2011,112719,1,0,0,12.4,2698,179.5,5,11.5
1,11,4,2018,22000,4,0,0,15.26,1798,187.74,5,41.5
1,11,9,2013,56500,1,0,0,17.68,1968,174.33,5,19.8
1,11,9,2012,50000,1,0,0,17.68,1968,174.33,5,17.5
1,11,3,2009,52830,1,0,2,16.77,2967,241.38,5,8.08
1,11,0,2008,50000,1,0,2,16.77,2967,241.38,5,7.5
1,11,8,2010,35010,1,0,0,12.4,2698,179.5,5,11.5
1,11,5,2015,50000,1,0,0,17.68,1968,174.33,5,36
1,11,2,2015,20000,1,0,0,18.53,1968,187.74,5,35.5
1,11,1,2015,37500,1,0,0,17.68,1968,174.33,5,32
1,11,10,2013,85000,1,0,0,17.68,1968,174.33,5,21
1,11,3,2017,55975,1,0,2,17.68,1968,174.33,5,35.92
1,11,7,2013,91903,1,0,0,17.68,1968,174.33,5,17.56
1,12,9,2011,42000,1,0,0,14.4,2967,241.4,5,28.75
1,12,7,2014,60336,1,0,2,14.4,2967,241.4,5,24.94
1,12,8,2012,24720,1,0,2,0,2967,241.4,5,28
1,13,1,2009,55000,1,0,0,11.8,2967,246.7,5,13.5
1,134,4,2015,64103,1,0,0,15.73,1968,174.33,5,19.9
1,134,7,2017,37542,1,0,0,15.73,1968,174.33,5,25.71
1,134,3,2016,86642,1,0,0,15.17,1968,181,5,20.37
1,134,5,2015,61000,1,0,0,15.73,1968,174.33,5,25
1,134,1,2015,76927,1,0,0,15.73,1968,174.33,5,22.75
1,134,2,2014,60000,1,0,0,15.73,1968,174.33,5,20
1,134,1,2013,84000,1,0,0,15.73,1968,174.33,5,17.75
1,134,4,2013,60000,1,0,2,15.73,1968,174.33,5,14.5
1,134,5,2013,60000,1,0,0,17.32,1968,184,5,21
1,134,8,2013,45000,1,0,0,17.32,1968,184,5,15.25
1,134,0,2016,45000,1,0,0,17.32,1968,184,5,27
1,134,3,2016,58661,1,0,0,15.17,1968,181,5,28.03
1,134,10,2015,110000,1,0,0,15.73,1968,174.33,5,19
1,134,9,2015,48000,1,0,0,15.73,1968,174.33,5,18.25
1,134,1,2015,51000,1,0,0,15.17,1968,181,5,27.5
1,134,9,2015,48000,1,0,0,15.73,1968,174.33,5,18.75
1,134,9,2017,31000,1,0,0,18.51,1968,147.51,5,27
1,134,1,2015,38000,1,0,0,15.73,1968,174.33,5,29
1,134,6,2014,65000,1,0,2,15.73,1968,174.33,5,21.5
1,134,2,2015,28000,1,0,0,15.73,1968,174.33,5,23.75
1,134,3,2018,22060,1,0,0,18.51,1968,147.51,5,32.73
1,134,5,2013,105000,1,0,0,17.32,1968,150,5,19
1,134,3,2017,42366,1,0,0,15.73,1968,174.33,5,31.93
1,134,4,2016,42000,1,0,0,15.73,1968,174.33,5,23.5
1,134,9,2013,60000,1,0,0,15.73,1968,174.33,5,22
1,134,5,2013,63716,1,0,0,15.73,1968,174.33,5,23
1,134,1,2014,65630,1,0,0,15.73,1968,174.33,5,21.75
1,135,1,2014,38000,1,0,2,14.16,1968,174.3,5,39
1,135,7,2013,13452,1,0,0,12.8,1968,167.6,5,25.46
1,135,5,2016,43000,1,0,0,14.16,1968,174.3,5,39.5
1,135,9,2015,11964,1,0,0,13.22,2967,241.4,5,32.95
1,135,5,2015,56000,1,0,0,14.16,1968,174.3,5,35
1,135,1,2014,38000,1,0,2,14.16,1968,174.3,5,38.95
1,135,3,2015,42747,1,0,2,14.16,1968,174.3,5,39.47
1,135,1,2011,53000,1,0,0,12.8,1968,167.6,5,23
1,135,4,2012,74500,1,0,2,14.16,1968,174.3,5,15
1,135,5,2014,50000,1,0,0,14.16,1968,174.3,5,35
1,135,2,2013,44000,1,0,0,14.16,1968,174.3,5,32.5
1,135,3,2017,43827,1,0,0,13.22,2967,241.4,5,36.83
1,135,3,2014,87652,1,0,2,14.16,1968,174.3,5,25.71
1,135,3,2015,60146,1,0,0,14.16,1968,174.3,5,29.64
1,135,4,2013,71000,1,0,0,14.16,1968,174.3,5,21.5
1,135,1,2015,63000,1,0,0,14.16,1968,174.3,5,36
1,135,1,2014,53900,1,0,0,14.16,1968,174.3,5,29
1,135,1,2015,63000,1,0,0,13.22,2967,241.4,5,34.5
1,135,3,2016,47293,1,0,0,14.16,1968,174.3,5,38.72
1,135,3,2013,80127,1,0,0,12.8,1968,167.6,5,23.68
1,135,0,2009,99100,4,0,2,9.74,1984,208,5,10
1,135,4,2014,44999,1,0,0,12.8,1968,167.6,5,25
1,135,5,2013,72000,1,0,0,14.16,1968,174.3,5,29
1,135,9,2015,52000,1,0,0,14.16,1968,174.3,5,25.49
1,135,7,2013,12467,1,0,0,12.8,1968,167.6,5,25.64
1,135,7,2011,59967,4,0,0,9.74,1984,208,5,18
1,136,9,2008,99000,1,0,3,12.07,2967,241.4,7,12.95
1,136,10,2009,94000,1,0,2,12.07,2967,241.4,7,12
1,136,10,2008,120300,1,0,2,12.07,2967,241.4,7,18
1,136,3,2015,53735,1,0,2,12.07,2967,241.4,7,38.94
1,136,9,2015,65938,1,0,2,12.07,2967,241.4,7,38
1,136,5,2012,88000,1,0,0,12.07,2967,241.4,7,36.5
1,136,5,2012,79000,1,0,0,12.07,2967,241.4,7,39
1,136,5,2011,98000,1,0,0,12.07,2967,241.4,7,22
1,136,7,2016,72132,1,0,2,12.07,2967,241.4,7,39
1,136,3,2014,51076,1,0,0,12.07,2967,241.4,7,34.88
1,136,3,2012,91743,1,0,0,12.07,2967,241.4,7,28.55
1,136,3,2014,72469,1,0,0,12.07,2967,241.4,7,32.52
1,136,3,2014,102865,1,0,0,12.07,2967,241.4,7,30.5
1,136,3,2014,118218,1,0,0,12.07,2967,241.4,7,31.41
1,136,1,2014,45000,1,0,2,12.07,2967,241.4,7,37.9
1,136,4,2014,58000,1,0,0,12.07,2967,241.4,7,32
1,136,3,2015,55662,1,0,0,12.07,2967,241.4,7,42.83
1,169,4,2013,12100,4,0,0,9.9,1984,207.8,2,29.5
1,169,8,2012,7000,4,0,0,14.33,1984,226.6,4,35
1,169,7,2014,14262,4,0,0,9.9,1984,207.8,2,27.35
2,0,3,2015,31821,1,0,0,20.58,1995,143,5,17.22
2,0,5,2013,51000,1,0,2,20.58,1995,143,5,17
2,0,10,2015,46001,1,0,0,20.58,1995,143,5,16
2,2,7,2014,32982,1,0,0,22.69,1995,190,5,18.55
2,2,9,2015,56087,1,0,0,22.69,1995,190,5,20.75
2,2,9,2014,48000,1,0,0,21.76,1995,190,5,26.5
2,2,7,2015,30717,1,0,2,21.76,1995,190,5,25.99
2,2,2,2011,89616,1,0,0,16.07,1995,181,5,11
2,2,9,2015,41000,1,0,0,21.76,1995,190,5,25.5
2,2,1,2016,19235,1,0,0,21.76,1995,190,5,36.5
2,2,3,2010,48394,4,0,0,12.05,1995,154,5,10.49
2,2,1,2014,47000,1,0,0,18.88,1995,184,5,25.5
2,2,9,2013,37500,1,0,0,18.88,1995,184,5,16.75
2,2,2,2009,137000,1,0,2,13.2,1995,170,5,9
2,2,1,2014,69330,1,0,0,16.07,1995,181,5,23.5
2,2,8,2013,38998,1,0,0,16.07,1995,181,4,17
2,2,0,2015,100000,1,0,0,18.88,1995,184,5,24.75
2,2,7,2015,58390,1,0,0,18.88,1995,184,5,19.86
2,2,3,2016,14351,1,0,0,18.88,1995,184,5,35.55
2,2,9,2016,38000,1,0,0,22.69,1995,190,5,23.99
2,2,10,2011,99606,1,0,2,16.07,1995,181,5,10.5
2,2,8,2013,21983,1,0,0,18.88,1995,184,5,16.5
2,2,5,2010,105000,1,0,2,13.2,1995,170,5,11
2,2,6,2013,62655,1,0,0,18.88,1995,184,5,14.5
2,2,2,2012,65000,1,0,0,22.69,1995,190,5,14
2,2,10,2013,49000,4,0,0,14.59,1997,245,5,19
2,2,7,2013,37613,1,0,0,22.69,1995,190,5,13.95
2,2,5,2015,10000,1,0,0,18.88,1995,184,5,30
2,2,5,2013,30000,1,0,0,18.88,1995,184,5,22
2,2,9,2009,58557,1,0,3,16.07,1995,181,5,8
2,2,5,2012,57156,1,0,2,18.88,1995,184,5,18
2,2,9,2015,32500,1,0,0,19.59,1995,187.74,5,26.75
2,2,9,2015,69123,1,0,0,18.88,1995,184,5,19
2,2,3,2011,75871,4,0,0,9.43,2996,254,5,14.12
2,2,2,2010,83000,1,0,0,16.07,1995,181,5,12.75
2,2,0,2011,100000,1,0,2,22.69,1995,190,5,10.9
2,2,2,2014,48000,1,0,0,22.69,1995,190,5,21.6
2,2,3,2010,77849,4,0,2,10.9,2497,215,5,11.27
2,2,1,2009,70521,4,0,2,10.9,2497,215,5,10.3
2,2,8,2010,51000,1,0,0,16.07,1995,181,5,7.75
2,2,5,2012,88000,1,0,0,13.2,1995,170,5,15
2,2,9,2013,25000,1,0,0,22.69,1995,190,5,17.99
2,2,7,2017,23806,1,0,0,22.69,1995,190,5,33.66
2,2,3,2010,59660,4,0,0,12.05,1995,154,5,10.49
2,2,9,2014,18600,1,0,2,22.69,1995,190,5,21
2,2,5,2013,58000,1,0,0,13.2,1995,170,5,19.5
2,2,10,2012,39000,4,0,2,12.05,1995,154,5,15
2,2,2,2014,70000,1,0,0,18.88,1995,184,5,17.55
2,2,8,2011,70000,1,0,0,22.69,1995,190,5,10.3
2,2,10,2011,43706,4,0,0,10.9,2497,215,5,9
2,2,10,2018,24000,1,0,0,18.88,1995,184,5,28
2,2,3,2009,103905,1,0,0,22.69,1995,190,5,9.92
2,2,4,2011,64000,1,0,0,16.07,1995,181,5,10.5
2,2,7,2017,55389,1,0,0,18.88,1995,184,5,28.45
2,2,5,2010,73336,1,0,0,13.2,1995,170,5,10.69
2,2,9,2012,37000,1,0,3,22.69,1995,190,5,15
2,2,5,2013,48183,1,0,0,13.2,1995,170,5,20.99
2,2,4,2019,87000,1,0,0,22.69,1995,190,5,6.67
2,2,3,2013,85846,1,0,0,22.69,1995,190,5,13.08
2,2,9,2009,61500,1,0,2,16.07,1995,181,5,8.5
2,2,9,2010,67000,1,0,2,22.69,1995,190,5,9.25
2,2,2,2008,170000,1,0,3,16.07,1995,181,5,9.75
2,2,0,2011,74000,1,0,2,16.07,1995,181,5,12.5
2,2,0,2016,27000,1,0,0,21.76,1995,190,5,35
2,2,5,2012,69000,1,0,0,18.88,1995,184,5,18.5
2,2,9,2016,31000,1,0,0,21.76,1995,190,5,29.95
2,2,5,2010,80000,1,0,0,22.69,1995,190,5,14.2
2,2,9,2015,56000,1,0,0,18.88,1995,184,5,22.75
2,2,7,2012,55598,1,0,0,22.69,1995,190,5,11.5
2,2,9,2013,38000,1,0,0,18.88,1995,184,5,19.5
2,2,4,2012,76000,1,0,0,16.07,1995,181,4,8.75
2,2,2,2012,58000,1,0,2,22.69,1995,190,5,15.3
2,2,8,2011,7000,4,0,0,12.05,1995,154,5,9.75
2,2,5,2015,36255,1,0,0,19.59,1995,184,5,33
2,2,10,2009,40000,4,0,2,12.05,1995,154,5,9.5
2,2,9,2014,23000,1,0,0,18.88,1995,184,5,19.9
2,2,5,2009,58000,1,0,0,16.07,1995,181,5,13.5
2,2,9,2011,51000,1,0,0,22.69,1995,190,5,10.5
2,2,5,2007,74199,1,0,0,16.07,1995,181,5,9.25
2,2,10,2016,70000,1,0,2,21.76,1995,190,5,27
2,2,9,2017,8000,1,0,0,19.59,1995,187.74,5,33.75
2,2,1,2008,78000,1,0,2,16.07,1995,181,5,7.2
2,2,7,2018,21936,1,0,0,21.76,1995,190,5,37.92
2,2,5,2011,89000,1,0,0,22.69,1995,190,5,13.95
2,2,10,2013,71000,1,0,0,18.88,1995,184,5,15
2,2,4,2011,31000,4,0,0,10.9,2497,215,5,31
2,2,9,2008,81308,1,0,2,13.2,1995,170,5,7.95
2,2,9,2013,49000,1,0,0,8.2,2993,245,4,29
2,2,1,2012,73000,1,0,0,22.69,1995,190,5,12.5
2,2,9,2008,66000,1,0,2,16.07,1995,181,5,7.25
2,2,2,2008,89000,1,0,2,16.07,1995,181,4,6.3
2,2,1,2017,21000,1,0,0,21.76,1995,190,5,35
2,2,5,2015,47000,1,0,0,22.69,1995,190,5,29.5
2,2,9,2009,52100,1,0,2,13.2,1995,170,5,7.5
2,2,9,2016,19000,1,0,2,21.76,1995,190,5,29.99
2,2,1,2010,58000,1,0,0,22.69,1995,190,5,11.5
2,2,7,2016,62404,1,0,0,22.69,1995,190,5,21.33
2,2,3,2017,34232,1,0,0,21.76,1995,190,5,35.84
2,2,7,2010,70749,4,0,0,12.05,1995,154,5,9.86
2,2,5,2015,30000,1,0,0,18.88,1995,184,5,22
2,2,7,2014,51240,1,0,0,8.2,2993,245,4,29.52
2,3,4,2011,75000,1,0,2,16.73,1995,218,5,13.9
2,3,9,2009,128000,4,0,0,10.8,2497,215,5,7
2,3,5,2014,51000,1,0,0,22.48,1995,190,5,33.5
2,3,10,2015,64000,1,0,0,18.48,1995,177,5,28
2,3,5,2013,56000,1,0,0,16.73,2993,218,5,33.5
2,3,3,2011,57832,1,0,0,16.2,2993,258,5,25.82
2,3,8,2011,31000,4,0,0,10.8,2497,150,5,13.5
2,3,0,2012,59900,1,0,2,18.48,1995,177,5,18.5
2,3,3,2016,19658,1,0,0,18.12,1995,190,5,35.84
2,3,3,2013,108640,1,0,0,11.5,2993,235,5,23.29
2,3,9,2012,61240,1,0,0,22.48,1995,190,5,17.5
2,3,4,2013,76000,1,0,0,18.48,1995,177,5,19
2,3,10,2008,112500,1,0,0,11.5,2993,235,5,7.99
2,3,5,2008,61000,4,0,2,10.8,2497,215,5,11
2,3,1,2013,58500,1,0,2,17.09,1995,218,5,27.5
2,3,0,2014,35000,1,0,2,18.12,1995,190,5,23
2,3,3,2012,44450,1,0,0,22.48,1995,190,5,24.68
2,3,9,2011,89000,1,0,0,16.73,1995,218,5,16.57
2,3,9,2010,69300,4,0,2,10.8,2497,150,5,12.5
2,3,7,2018,32586,1,0,0,22.48,1995,190,5,37.3
2,3,3,2016,63111,1,0,2,18.12,1995,190,5,30.8
2,3,6,2017,19543,1,0,0,18.12,1995,190,5,40.5
2,3,4,2012,49000,1,0,2,16.73,2495,218,5,15.5
2,3,9,2010,74000,4,0,0,10.8,2497,150,5,12.95
2,3,9,2013,78000,1,0,0,18.48,1995,177,5,19.5
2,3,0,2012,95000,1,0,2,22.48,1995,190,5,17.5
2,3,0,2013,55000,1,0,0,22.48,1995,190,5,21.75
2,3,0,2016,44001,1,0,0,18.12,1995,190,5,34.51
2,3,7,2014,64158,1,0,0,18.48,1995,190,5,17.89
2,3,2,2016,30000,1,0,2,18.12,1995,190,5,31.5
2,3,10,2012,95000,1,0,2,18.48,1995,190,5,18
2,3,0,2013,90000,1,0,0,22.48,1995,190,5,19.5
2,3,1,2015,14000,1,0,0,18.12,1995,190,5,35
2,3,5,2009,79000,1,0,0,18.48,1995,177,5,15
2,3,10,2011,95995,1,0,0,18.48,1995,177,5,15.5
2,3,9,2008,81000,1,0,2,18.48,2993,258,5,10.5
2,3,4,2013,65000,1,0,0,22.48,1995,190,5,21.26
2,3,4,2012,90000,1,0,0,18.48,1995,190,5,14.5
2,3,7,2015,65266,1,0,0,14.69,2993,258,5,31.75
2,3,3,2016,76467,1,0,0,18.12,1995,190,5,30.45
2,3,0,2010,68000,1,0,0,11.5,2993,235,5,18
2,3,0,2010,46000,1,0,0,22.48,1995,190,5,16.5
2,3,3,2014,60280,1,0,0,22.48,1995,190,5,22.45
2,3,8,2010,24000,4,0,0,10.6,2996,258,5,8.75
2,3,3,2011,51602,1,0,0,22.48,1995,190,5,17.27
2,3,4,2012,72000,1,0,3,18.48,1995,190,5,13.85
2,3,5,2013,93000,1,0,0,16.73,2993,218,5,26.5
2,3,4,2006,48000,4,0,2,11.62,2979,306,5,6.99
2,3,5,2011,101999,1,0,0,16.73,1995,218,5,19.99
2,3,5,2007,120000,1,0,0,16.73,1995,218,5,10.5
2,3,2,2010,58000,1,0,0,18.59,2993,265,5,11.75
2,3,3,2012,40471,1,0,2,16.2,2993,235,5,25.72
2,3,10,2014,32000,1,0,0,18.12,1995,190,5,30.5
2,3,10,2010,170000,1,0,3,18.48,1995,177,5,12
2,3,10,2014,88000,1,0,0,14.69,2993,258,5,27
2,3,3,2016,75637,1,0,0,22.48,1995,190,5,30.37
2,3,6,2013,40714,1,0,2,18.12,1995,190,5,24.75
2,3,4,2017,16485,1,0,0,22.48,1995,187.74,5,42.75
2,3,9,2013,35000,1,0,0,16.73,2993,218,5,21
2,5,10,2008,66000,4,0,2,8.45,2979,321,5,10.75
2,5,9,2011,55000,1,0,2,16.46,2993,258,5,19.5
2,5,3,2013,73525,1,0,0,16.46,2993,258,5,34.54
2,5,8,2012,41100,1,0,0,16.77,2993,261.49,5,26.5
2,5,2,2010,58000,1,0,0,16.46,2993,258,5,31
2,5,5,2009,53000,1,0,0,14.49,2993,258,5,36
2,5,9,2007,75000,1,0,2,16.46,2993,258,5,9.5
2,190,0,2014,82002,1,0,0,17.05,1995,184,5,18.5
2,190,3,2017,31645,1,0,0,20.68,1995,190,5,29.4
2,190,2,2016,21000,1,0,0,17.05,1995,184,5,33
2,190,9,2012,15200,1,0,0,15.06,1995,177,5,13.5
2,190,10,2012,80000,4,0,0,11.25,1995,150,5,9.5
2,190,9,2016,31000,1,0,0,17.05,1995,190,5,29.5
2,190,1,2013,49000,1,0,2,17.05,1995,184,5,14.49
2,190,10,2011,102000,1,0,0,15.06,1995,177,5,13.75
2,190,7,2017,32838,1,0,0,17.05,1995,190,5,30.29
2,190,10,2011,62943,1,0,2,17.05,1995,184,5,10.95
2,190,9,2016,7000,1,0,0,20.68,1995,190,5,27.75
2,190,3,2015,42265,1,0,2,20.68,1995,190,5,22.24
2,190,1,2016,28143,1,0,0,20.68,1995,190,5,28.5
2,190,4,2015,49000,1,0,0,17.05,1995,184,5,22.99
2,190,9,2012,65148,1,0,0,15.06,1995,177,5,12.75
2,190,5,2014,45000,1,0,0,17.05,1995,184,5,21.5
2,190,9,2013,43000,1,0,0,17.05,1995,184,5,17.5
2,190,8,2012,22000,1,0,0,17.05,1995,184,5,11.5
2,190,6,2012,63000,1,0,0,17.05,1995,184,5,13.5
2,190,10,2012,66000,1,0,2,17.05,1995,184,5,11.5
2,190,10,2014,54385,1,0,2,15.06,1995,177,5,17
2,190,9,2014,69000,1,0,0,17.05,1995,184,5,16.25
2,190,1,2016,45000,1,0,0,17.05,1995,184,5,28.5
2,190,8,2017,27001,1,0,0,20.68,1995,190,5,29
2,190,3,2019,15456,1,0,0,20.68,1995,190,5,36.64
2,190,2,2012,85000,1,0,3,17.05,1995,184,5,10
2,190,0,2012,94000,1,0,0,17.05,1995,184,5,12.5
2,190,4,2011,72000,1,0,0,17.05,1995,184,5,11
2,190,2,2012,115000,1,0,3,15.06,1995,177,5,10
2,190,8,2013,56683,1,0,2,17.05,1995,184,5,13.5
2,190,4,2017,23000,1,0,0,20.68,1995,190,5,28.75
2,190,7,2018,30733,1,0,0,20.68,1995,190,5,29.3
2,191,3,2014,41089,1,0,0,16.09,1995,184,5,28.79
2,191,1,2015,65000,1,0,2,18.56,1995,190,5,29
2,191,10,2012,108000,1,0,0,16.09,1995,184,5,17.5
2,191,5,2009,58000,1,0,0,18.56,1995,190,5,17.98
2,191,7,2017,36935,1,0,0,18.56,1995,190,5,32.64
2,191,8,2012,51001,1,0,0,16.09,1995,184,5,17
2,191,1,2012,52000,1,0,0,16.09,1995,184,5,24
2,191,7,2017,41816,1,0,0,18.56,1995,190,5,32.78
2,191,1,2016,45165,1,0,0,16.09,1995,184,5,41.75
